industry,sector,CIN
1,360,L28113WB1994PLC063452
13,581,L25191WB1926PLC008539
13,393,U31300MH1990PLC058307
21,546,U31200GA1984PLC000846
16,315,L51219DL1984PLC248322
13,444,L74899DL1986PLC025835
13,444,L25209GJ1981PLC004786
1,467,L15421UP1993PLC018642
17,527,L67120WB1978PLC031628
13,506,L31501TN1987PLC014810
12,8,L72200MH1995PLC093130
13,639,U72900MH2009PLC191412
13,505,L72200KA1973PLC002308
2,237,L45201WB1996PLC077451
13,183,L24110GJ1989PLC011989
21,375,L45206MH1985PLC036261
16,519,L74140WB1994PLC063178
13,503,L32301TN1973PLC006439
13,379,U99999MH1982PLC028616
13,183,L99999GJ1990PLC013886
12,8,L32000MH1983PLC030400
1,467,L24211TN1975PLC006989
12,8,L72200MH1999PLC123271
17,527,L51109WB1984PLC038192
10,30,U24224MP1978PLC001470
6,216,L74999DL1984PLC018610
13,379,U27109WB1958PLC023821
13,393,L27109PY1982PLC000199
1,360,L15492WB1917PLC002823
1,225,L40200WB1995PLC068251
21,50,L01131WB1952PLC020342
16,519,L65993WB1927GOI005532
15,314,L51909ML1993PLC003931
21,384,L17226WB1946PLC013554
1,467,L15421BR1964PLC006630
1,360,L25119KL1993PLC007213
11,202,L55101KA1969PLC001795
16,315,L51109WB1982PLC034938
13,506,L31900TN1974PLC006695
16,519,L65920MH1984PLC118029
10,30,U24200MH1978PLC020676
20,542,L74999WB1984PLC037319
13,506,L31500DL1945PLC008279
12,8,L72200MH2000PLC125319
1,360,U45209DL2008PLC181131
13,312,L24239MH1991PLC064087
2,237,L51109WB1982PLC035466
13,312,L25200GJ1981PLC004375
13,37,U31200KL1971PLC002356
16,315,
16,315,
16,315,
2,237,L99999MH1995PLC094641
2,237,L72200TN2001PLC046789
12,8,L74999DL1994PLC061353
4,272,L92100TN1990PLC019605
16,315,U74900DL2000PLC106755
2,237,L17110MH1985PLC035398
12,8,L72300TN1980PLC008230
13,364,L34102DL1982PLC129877
15,314,L26939KL1963PLC002039
12,28,L72200CH1990PLC010436
12,28,L72200HP1989ULL009244
11,202,L92490TN1983PLC009903
11,202,L55101WB1949PLC017981
13,37,L29199GJ1974PLC002574
18,622,L51109WB1983PLC035969
2,237,L74899DL1993PLC055697
13,604,L34103TN1934PLC000669
21,546,L17110MH1997PLC106945
13,393,L27104TN1989PLC017042
13,183,L24222PN1956PLC134746
18,362,U99999MH1981PTC024635
2,237,L65990MH1981PLC025770
2,237,L65910GJ1986PLC008451
27,210,L45202HR1985PLC044265
10,30,L24230MH1988PLC046613
10,30,L24239MH1983PLC029714
10,30,L74140MH2005PLC151865
6,612,L29259GJ1960PLC001082
5,71,L00363KA1982PLC005084
13,506,L31100GJ1978PLC008624
13,444,L51909TN1994PLC029334
16,315,L29299PN2007PLC130906
13,393,L74999MH1975PLC018397
13,444,L25200PN2007PLC131189
13,393,L27107MH2007PLC199080
13,393,L27310OR1955PLC000310
13,393,L27310JH2006PLC012663
13,393,L29249GJ1986PLC009126
1,360,L01110MH1993PLC073872
13,390,L14101RJ1984PLC003134
10,30,
17,527,L51900MH1982PLC026174
13,505,L29120TZ1960PLC000351
13,581,L25119TZ2006PLC013144
13,393,U31909GJ2006PTC047953
16,519,L67190MH1994PLC083361
13,604,L24112WB1973PLC029102
13,454,L36934MH1977PLC019972
16,315,L27101UP1985PLC007436
12,8,L72300TN1990PLC019459
27,210,L51505MH1962PLC012425
5,71,L27201UP1971PLC003408
10,30,L24232WB1919PLC003123
27,210,L45400WB2008PLC121426
10,600,L24246WB1995PLC073513
13,454,L21019WB1981PLC034161
13,393,U31901WB1953PLC021044
13,506,L31102MH1964PLC013011
10,167,L85110AP1989PLC009748
16,315,L65993DL1983PLC016993
4,464,L80902DL1983PLC209722
16,519,L71200DL1984PLC017951
10,30,L24230TG1993PLC015903
2,237,L67120MP1993PLC007899
13,506,L31300RJ1987PLC003918
2,237,L74140WB1990PLC050229
16,519,L67120MH1995PLC084899
7,485,U29220MH1995PTC091091
13,444,L17120DN1994PLC000387
10,30,L24110MH1992PLC065942
17,527,L74899DL1993PLC053060
16,176,
7,486,L15511TN1983PLC010313
1,467,L24110AP1988PLC009291
11,202,L55101GJ1994PLC021728
13,508,L17120MH1900PLC000176 
2,237,L45209GJ1995PLC025153
17,527,L51900MH1981PLC023931
21,384,L17120MH1982PLC026081
2,237,L50100MH1985PLC036945
14,354,U92413WB2008PLC124559
6,216,U70109DL2006PTC152371
9,573,L74899HR1995PLC032759
12,8,L65191TN1990PLC019828
12,8,L72200KA2001PLC029313
16,315,L85110KA1995PLC017003
1,225,L15400GJ1995PLC026914
6,216,L74899DL1965GOI004352
1,360,L15491WB1895PLC000985
1,360,L24299KL1993PLC007575
21,546,U24100MH1982PLC026010
13,37,L34300PN2009PLC133702
17,527,L65921TN1985PLC070358
13,393,L45200MH1985PLC035172
13,379,L72200TG1991PLC013264
5,71,L31101MH1995PLC085471
21,384,L27104WB1989PLC047832
14,389,L92140MH1999PLC120516
13,379,L29307MH1981PLC023810
13,506,L31200HR1989PLC035580
12,8,U72200TN2000PLC045530
13,444,L25200MH1981PLC025731
7,485,L67120MH1991PLC063103
13,183,L24230MH1982PLC028602
27,210,L24231TN1987PLC014084
13,393,L28999DL1973PLC006784
2,237,U65100TN2007PLC064069
6,216,L74899DL1990PLC041350
2,237,L40300AP1988PLC008213
13,506,L28999WB1957PLC023503
14,389,L99999MH1994PLC080502
16,315,L67120TN1994PLC029563
17,527,L67120MH1951PLC222871
13,506,L29299TN1987PLC058738
2,237,L65910CH1987PLC033652
1,168,L74899HR1944PLC039088
16,176,L72400TG1984PLC004472
16,315,L51226WB1982PLC035354
21,384,L18109DN1987PLC000034
13,379,L28120TG1988PLC008439
21,384,L74899HR1961PLC049215
2,237,L51900MH1985PLC036946
13,393,L27203WB2004PLC170941
2,237,L74899DL1984PLC017393
5,198,L11100GJ1989PLC032116
2,237,L65990TN2005PLC071791
18,434,L61200GJ2010PLC060285
13,444,L74950MH1982PLC028947
13,393,U24100MH1974PLC017982
21,546,L99999MH1983PLC029186
2,237,
1,360,U74899DL1995PLC071220
13,444,L24111UR1985PLC015063
14,389,L80220MH1999PLC121505
1,360,L15491WB1932PLC007473
21,384,L51502WB1985PLC039193
16,315,L52520MP1995PLC008936
20,437,L32204WB1993PLC060443
16,519,L02411TZ1985PLC007531
6,216,L22122DL1993PLC123728
10,30,U99999MH1985PLC035668
21,384,L91110GJ1992PLC018524
17,527,L51909DL1981PLC012621
13,390,L26914MH2002PLC135548
21,384,L18209TN1992PLC022134
13,312,L32300MH2004PLC145995
12,8,L24231UP1986PLC008312
21,384,L17120MH1987PLC042598
13,583,L31402WB1934PLC007993
13,390,L74999MH1934PLC002093
13,312,L29200MH1978PLC020434
2,237,L51229WB1980PLC032797
21,384,L17120MH1985PLC037652
1,360,L17297MH1989PLC052747
12,8,L65991TN2000PLC058466
21,384,L74210HR1996PLC035494
13,604,L24111GJ1992PLC018192
1,18,L74999MH1964PLC012878
13,508,L26109KL1970PLC002289
1,18,L24200MH1960PLC011807
12,8,L72900MH2003PLC138568
2,237,L65993DL1982PLC013493
2,237,L65921DL1984PLC018746
27,210,L15140MH1979PLC021035
12,8,L24230TG1993PLC016155
13,506,L31402WB1947PLC014919
7,42,L24231GJ1994PLC023538
16,519,L65990MH1994PLC076788
13,393,L40200MH1982PLC027837
12,28,L51900MH1985PLC035094
5,198,U11201MH1982PLC028018
2,237,L74899DL1993PLC053936
13,393,L27101AP2004PLC043252
13,393,L27100MH2004PLC146283
27,210,L67190MH1993PLC071166
13,37,L29130MH1962PLC012340
1,360,L17110GJ1990PLC013771
16,315,L74899DL1985PLC021256
13,581,L25114KA1973PLC002455
14,389,L92490MH1999PLC122381
13,581,L51311WB1978PLC031573
16,315,L21019WB1973PLC028763
1,360,L27109TG1995PLC022190
1,360,L01119TG1992PLC014651
2,237,L65910PN1990PLC017818
14,380,L92199GJ1993PLC019949
21,384,L99999DN1985PLC000197
12,8,L72100DL1993PLC179154
10,30,L24239MH1940PLC003176
17,527,L74899DL1994PLC061447
13,506,L29299UP1957PLC021118
13,37,L74899DL1954PLC002452
21,384,
13,312,L25209TG1975PLC001942
10,30,L51909HP1985PLC006412
13,393,L45201OR1955PLC008400
13,393,L45203MP1981PLC001786
13,183,L24129KL1943GOI000371
10,30,L24239MH2009PLC193843
13,508,L26100MH1962PLC012406
12,8,L72400KA1982PLC004996
21,384,L25209DD1985PLC004694
13,183,U24210MH1979PLC021306
13,37,L36999DL1989PLC034928
21,546,L18108RJ1990PLC005446
21,384,L51491TG1994PLC017158
1,360,L17119DN1990PLC000091
14,354,L99999MH1994PLC077927
16,315,U41000MH2011PLC217837
13,393,L57909PN1982PLC026929
2,237,L65920MH1988PLC046915
2,237,L74140AS1974PLC001498
12,8,L29142TN1988PLC015586
16,315,L65999MH1985PLC035113
13,506,L72900MH1989PLC131521
13,183,L24100MH2004PLC144295
2,237,L65990MH1984PLC032403
13,506,L31300MH1967PLC016531
13,444,L40108PN1981PLC024153
12,8,L72200MH1995PLC087758
2,237,L67120WB1985PLC038900
2,237,L85100TN1984PLC011231
2,237,L65910TN1973PLC006423
17,527,L51909MH2003PLC138778
12,8,L72200MH2000PLC239534
12,8,L64202MH2001PLC134147
13,183,L24231TN1993PLC024661
16,519,L65910MH2010PLC201249
9,573,L36911MH1989PLC051577
13,506,L27100GJ1990PLC014676
1,360,L15133UR1990PLC023970
13,444,L25202WB1993PLC111382
13,508,U26100MH1991PTC061320
21,384,L17111TZ1993PLC004290
16,315,L24117TN1989PLC018471
5,71,L62100WB1985PLC039296
1,360,L24211DL1993PLC254964
2,237,L65993WB1981PLC033398
13,379,L74210MP1978PLC001452
1,326,L01111DL1985PLC021329
2,237,L15319DL1985PLC021348
11,202,L55101GA1971PLC000113
1,360,L55200MH1967PLC013837
13,393,L17110MH1919PLC000628
13,364,L34102PN1958PLC011172
13,506,L17232WB1890PLC000627
10,167,L85110DL1996PLC076704
10,179,L85110TN1989PLC017232
2,237,L65910MH1991PLC062067
1,360,U01511MH1989PLC186682
2,237,L51503DL1986PLC024329
21,384,L52324DL1981PLC012033
2,237,L67120WB1980PLC032629
13,183,L24294PN1958PLC011052
2,237,L51103WB1980PLC033181
15,261,L50500WB1964PLC026053
21,384,L18109KA1984PLC005810
16,315,U72900DL2011PLC221111
16,315,L74899DL1994PLC059402
2,237,U74899DL1992PLC048028
16,315,L63090WB1917PLC002827
16,519,L65993DL1982PLC013546
17,527,L50103WB1920PLC003679
1,360,L15400GJ1992PLC018365
13,379,L74899HR1962PLC002618
12,28,U51909DL2004PLC127530
2,237,L65990MH1984PLC033128
12,8,L72200TG1986PLC006644
13,37,L17119UP1981PLC005212
18,622,L63090WB1989PLC099645
2,237,L65910GJ1991PLC016289
2,237,L74899DL1994PLC058837
16,315,L74899DL1994PLC058824
12,8,L72200TG1999PLC032816
16,315,
16,315,L51109WB1983PLC035844
12,8,U72300DL2007PLC165836
14,445,L63040GJ1986PLC008765
6,216,L74899DL1984PLC019605
1,360,L65192MH1960PLC011579
13,94,L52602MH1996PLC192090
20,542,U52100MH2012PLC231654
27,210,L45400MH2008PLC179914
16,315,L52399MH1987PLC044954
20,542,
13,183,L24230MH1988PLC047243
16,315,L65990MH1971PLC015137
16,315,L74899DL1983PLC016586
13,37,L34101PN1961PLC015735
21,384,L17120MH1949PLC007731
16,315,L51909WB1982PLC035424
1,225,L24111MP1986PLC004228
16,315,L24134MH1988PLC231956
2,237,U65990MH1993PTC073769
16,315,L74999DL1984PLC018619
5,198,L40200DL1984GOI018976
16,315,L67120WB1994PLC063477
13,37,L34300MP1974PLC001598
16,176,U22219GJ2010PLC063243
2,237,L65191TN1986PLC012826
13,393,L64203TG1972PLC001513
13,37,L01110GJ1994PLC021368
13,37,L29120GJ1990PLC014385
12,22,L74130DL1984PLC019469
1,360,L65910GJ1985PLC007784
14,445,L51900MH1981PLC024988
16,519,L65993WB1981PLC033436
13,393,L27109WB2005PLC101650
13,393,L27109WB2005PLC101553
16,519,L65910GJ1994PLC023470
13,312,L24119DL1988PLC031866
12,8,L32200MH1989PLC052028
6,216,L74999MH1922PLC000997
6,216,L45203MH2001PLC131728
13,506,L52334MH1981PLC059405
13,393,L27104MH1985PLC036004
21,546,L17110GJ1962PLC001179
11,36,L55100GJ1983PLC006278
2,237,L65910GJ1986PLC009133
13,183,L24200MH1986PLC039836
13,393,L27106BR1988PLC003002
2,237,L67120MH1982PLC028251
6,216,L45200GJ1991PLC015817
21,546,L51109UP1987PLC009090
6,216,L45209WB1982PLC035392
16,176,L21012MH1985PTC035575
16,315,U99999MH1989PLC053392
21,384,L51909WB1916PLC002713
13,390,L26942CT1991PLC006677
13,393,L27101BR1992PLC005129
21,384,L17115TZ1989PLC002491
2,237,L51226WB1986PLC040287
2,237,L51900MH1985PLC036708
13,444,L25209RJ1984PLC003152
21,384,L17111GJ1979PLC003463
21,384,L74999DL1983PLC017001
13,393,L99999PB1973PLC003385
21,546,L17111UP1990PLC012122
27,210,L45200MH1992PLC069044
2,237,L99999MH1995PLC093448
13,183,L99999MH1993PLC070321
21,384,L12235MH1975PLC018481
13,312,L10889MH1957PLC010889
21,384,L99999MH1969PLC014371
21,384,L25209MH1976PLC018939
18,381,L74899MH1994PLC164024
18,622,L63011TG1995PLC020121
15,314,L74130MH1985PLC176592
16,315,L51109WB1982PLC035391
1,360,L24110TG1991PLC013512
16,315,L99999TG1989PLC057289
1,467,L15421TG1995PLC020720
13,454,L51900MH1987PLC042141
16,315,L17232WB1983PLC035978
2,237,L51311DL1984PLC018622
2,237,L65990MH1994PLC078002
27,210,L45201GJ1994PLC023414
27,210,L45201GJ1994PLC023416
16,315,U65923MH2013PLC243163
16,519,U74999WB2005PLC102819
2,237,L67120WB1995PLC071337
2,237,L74140GJ1994PLC023672
16,315,L65993DL1984PLC019257
16,519,L51900MH1980PLC022672
2,237,L74899DL1994PLC057107
2,237,L92110TG1993PLC016174
13,390,L14299TN1990PLC018974
16,315,L99999MH1960PLC011879
13,183,L24249MH1984PLC032170
2,237,L65910HR1990PLC030944
2,237,L21012CH1990PLC010869
13,379,L28112MP1993PLC008029
13,506,L31300AP1981PLC002833
17,527,L17111TN1990PLC019791
13,506,L32301TN1995PLC030087
16,315,L51109DL1993PLC175889
2,237,L74999TN1993PLC026312
16,315,L51109WB1983PLC035777
16,315,L65990MH1994PLC081749
13,506,U99999MH1957PLC010932
1,360,L01403AP1992PLC014945
16,315,L51109WB1983PLC035781
16,315,L65993RJ1935PLC000045
2,237,L26919WB1981PLC033906
2,237,L65910DL1990PLC040705
12,8,L65990MH1983PLC029197
10,30,L24230TG1990PLC011168 
1,360,L01122HR1996PLC033029
16,594,U24231DL1986PLC024162
16,519,L24231GJ1992PLC017216
16,519,L51100GJ1995PLC025715
16,315,U21098UP2012PLC048300
13,506,L51909UP1992PLC051997
13,183,L24117UP2000PLC032010
16,519,L67120KL1994PLC008403
5,198,L23200MH1986PLC040442
12,8,L72200MH1994PLC077342
16,519,L67120MP1992PLC007196
13,37,L29130MH1974PLC017202
13,379,U99999MH1938PLC002869
13,379,L27100GJ1988PLC011445
13,183,L24100GJ1983PLC006513
16,315,L40109MH2006PLC163731
2,237,L65922MH1989PLC054583
2,237,L65910KA1994PLC015981
1,360,L51909WB1935PLC008194
13,61,L28931RJ1984PLC002890
13,444,L51102MP1985PLC003000
2,237,L74140DL1975PLC007698
21,546,L17300MH1981PLC024184
21,384,L71200UP1982PLC012550
21,384,L70101RJ1984PLC011217
11,202,U55101MH2009PLC238186
1,467,L15424MP1989PLC005564
13,444,U25202MH1986PLC041459
11,202,L55101GJ1991PLC015136
21,384,L17115PB1990PLC010880
16,315,U40108TN2010PLC074394
10,89,L36911MH1986PLC040689
16,519,L74140DL1988PLC034109
17,595,L26109GA1981PLC000469
2,237,L70109TN1983PLC080147
13,393,L27310WB1931PLC007026
16,519,L65920MH1994PLC081333
8,357,L24231PB1958PLC002257
10,30,L24239MH1924PLC001151
16,315,U27109WB1986PLC040146
13,37,U99999MH1962PLC012401
10,30,L24299MH1977PLC019982
13,390,L14102KA1990PLC023497
2,237,L51109WB1989PLC046292
18,86,L74999DL1992PLC048880
2,237,L65999DL1985PLC021255
14,445,L09233MP1995PLC009505
1,360,L51109HR1994PLC033364
27,210,U45201MH1992PLC067445
2,237,L65921MH1995PLC248335
21,546,L18101CH1994PLC015413
27,210,L70102HP1995PLC015854
18,434,L61100MH1976PLC019229
16,519,L67120GJ1994PLC021269
13,390,L51909KA1985PLC006812
21,546,L24203RJ1984PLC002926
2,237,U65191TG1993PLC016502 
22,197,L62200DL1998PLC093225
21,546,U51109WB1983PLC036452
16,519,L74100DL1985PLC021350
16,315,L60210WB1938PLC009391
17,527,L33115MH1984PLC121000
6,216,L17117DL1985PLC191853
8,49,L74899DL1993PLC052177
12,8,L51100MH1997PLC112281
13,444,L92110MH1997PLC112461
17,527,L28113WB1983PLC036196
21,384,L17119WB1992PLC054454
13,183,L15500MH1981PLC025809 
13,379,L29199GJ1962PLC001171
6,216,L45203KA1996PLC034805
13,37,U29130PB1993PLC013684
21,384,L17111TZ1935PLC000056
13,183,L23109GA1967PLC000076
1,360,L15134GA1989PLC000992
1,467,L15421WB1952PLC020577
1,225,L24292AP1961PLC000876
10,30,L24230TG1987PLC008016 
13,393,L27106CT1999PLC013756
7,561,L16004MH1936PLC008587
13,61,L24246MH2000PLC129806
13,183,L24241MH1988PLC097781
6,216,L74120MH1985PLC035308
2,237,L67120WB1987PLC042960
9,573,L36911RJ1990PLC005651
1,452,L01111DL1991PLC045710
16,519,L74899DL1994PLC059674
16,315,L17116KA2006PLC038839
21,384,L18101KA2004PLC033475
1,225,L15142GJ1992PLC018745
16,315,U74140WB2008PLC127891
18,434,L11200MH2005PLC154793
1,326,L15419GJ1989PLC012041
16,315,L74899DL1992PLC050250
21,546,L17299GJ1993PLC019904
2,237,L65990MH1978PLC020117
16,519,L67120MH1983PLC029408
21,384,U17220TG1993PLC016672 
2,237,L65993WB1993PLC060377
2,237,L65990MH1984PLC033818
16,315,L70109WB1982PLC034972
7,561,L16000GJ1955PLC067605
11,202,L55101HP1991PLC011636
16,315,L67120DL1983PLC016809
9,573,L36912MH1986PLC041203
2,237,
16,315,
16,315,
2,237,
2,237,
16,315,
2,237,
16,315,
16,315,
2,237,
16,315,L65993WB1984PLC052349
12,28,L64203TG2000PLC035451 
12,8,L72200TG1994PLC017211 
21,546,U18100TG1993PLC015718
13,506,L51909DL1967PLC021844
2,80,L65191TN1991PLC020638
13,393,L74999AP1988PLC008966
13,506,L74120TG1991PLC012450
9,573,L36912MH1990PLC058729
13,183,L15141MP1979PLC001493
16,315,L27106WB1966PLC101410
13,393,L74899DL1986PLC050910
13,444,L74999MH1993PLC074167
13,183,L51900MH1979PLC021199
1,360,L01132WB1977PLC031054
13,581,L25111HR1961PLC008578
13,393,L65993DL1982PLC013895
13,393,L27101GJ1994PLC022876
13,444,L25200GJ1984PLC050560
1,360,L01132WB1913PLC002383
12,8,L65910GJ1994PLC023847
17,527,L28121MP1995PLC009170
13,61,L36999TN1994PLC028895
2,237,U65921TN1983PLC010029
13,183,L40200GA1972PLC000144
13,581,L25110MH1985PLC036320
2,237,L65910TG1993PLC015349 
16,315,L45201DL1996PLC193957
16,519,L74999GJ1994PLC023281
5,198,L23201MH1983PLC030372
13,506,L31300HR1980PLC010998
16,315,L20103WB1980PLC032872
13,506,L31300TG1992PLC013772
16,315,L25209WB1987PLC111041
12,8,U72300DL2007PLC168989
16,315,L74300AP1992PLC014317
13,393,L27104MH1960PLC011834
1,398,L15142PB1987PLC007455
10,30,L99999MH1992PLC070213
13,393,L99999MH1974PLC017655
13,393,L15500WB1983PLC035627
17,527,L99999MH1981PLC023767
10,30,L24110TG1991PLC012471
4,476,L99999MH1968PLC014147
13,506,L10101WB1974PLC094602
21,384,L17124MP1947PLC000410
13,454,L21093MH1984PLC032248
13,183,L74999MH1957PLC010975
8,186,L55101PN1959PLC012761
13,393,L29308RJ1992PLC006870
21,384,L17110MH1987PLC042899
21,50,L93090TN1997PLC037593
13,37,L99999MH1922PLC000987
12,8,L72900AP1994PLC039248
2,237,L65921WB1993PLC057785
15,261,L67120WB1994PLC063008
13,444,L24231UP1989PLC010832
13,393,U21016AS2013PLC011624
17,370,L20211AS1990PLC003484
2,237,L65910MH1983PLC030838
13,379,L26593MH1950PLC008163
1,398,L74899DL1995PLC064007
1,360,L15494WB1895PLC000963
2,237,L67120MH1973PLC016243
16,315,L74130DL1985PLC021532
14,389,U92190DL2004PLC257878
13,581,L25191GJ1974PLC002555
2,237,L65923GJ1986PLC008809
13,639,L34300PB1973PLC003301
13,393,L28112TG1986PLC006124 
16,519,L99999MH2001PLC134193
21,384,L17110GJ1982PLC004960
1,360,L23200GJ1993PLC020927
2,237,L65990MH1994PLC077417
12,8,L72200AP2003PLC041860
13,506,L64201GJ1994PLC023775
12,8,L67120MH1994PLC080449
6,216,L74210MH2004PLC144367
12,28,L99999MH1987PLC045657
2,237,L18101HR1962PLC002453
21,384,L18101AP1962PLC054323
21,384,L18101KL2005PLC018062
13,393,L31102MP1990PLC006122
16,315,L65990MH1984PLC033519
13,183,L24110GJ1973PLC002247
16,315,L15140GJ1991PLC016151
13,379,L45202GJ1986PLC009042
1,360,L11110GJ1993PLC019481
2,237,L65910GJ1993PLC020065
13,37,L29130GJ1971PLC001866
15,314,L24117GJ1985PLC007985
13,508,L26100GJ1988PLC011663
13,444,L24202GJ1990PLC014589
13,183,L24231GJ1974PLC002615
13,393,L28120GJ1992PLC017081
21,384,L17119DN1996PLC000116
17,527,L29199GJ1984PLC007130
2,237,L65910GJ1993PLC020564
13,393,L24119GJ1992PLC018757
21,546,L17110GJ1984PLC007266
16,519,L65910GJ1993PLC019337
13,183,L24110GJ1987PLC009362
13,393,L28999GJ1992PLC018570
5,198,L23203GJ1980PLC003623
16,315,U40200GJ2012SGC069118
11,36,L55100GJ1982PLC005408
5,71,L99999GJ1985PLC007868
10,30,L24231KL1991PLC005926
13,393,L24129GJ1992PLC016917
16,519,L65910GJ1993PLC018858
2,237,L65990GJ1983PLC006345
17,595,L74999GJ1991PLC016808
13,393,L27100GJ1986PLC008536
15,261,L24298WB1992PLC054815
15,314,L14100GJ1963SGC001206
27,210,L51400GJ1993PLC019126
21,546,U17110GJ1988PLC011030
13,183,L24110GJ1976PLC002903
5,198,L27100GJ1991PLC016158
16,315,L51909WB1986PLC040098
16,315,
13,506,L31900GJ1990PLC013190
13,444,L23209KA1977PLC043357
18,434,L63010GJ1992PLC018106
13,506,L21308GJ1989PLC012743
13,312,L17110GJ1984PLC007124
13,390,L05004GJ1985PLC008318
13,390,L26940GJ1973PLC002245
13,183,L99999GJ1962PLC001121
2,237,
22,322,L40200GJ1998SGC035188
10,30,L28112GJ1985PLC007753
21,384,L17110GJ1992PLC018186
10,30,L24230GJ1981PLC004878
13,379,L29199GJ1983PLC006056
13,393,L27100GJ1978PLC003252
13,183,L24230GJ1939PLC002480
1,225,U23203TG2008PLC060190
2,237,L65910DL1985PLC020191
13,183,L24231UP2000PLC034918
13,444,L25209TN1994PLC029427
2,237,L51492WB1983PLC035994
1,360,L17110MH1984PLC091906
14,389,L92490MH1989PLC238780
6,216,L74999AP2005PLC059013
13,444,L28939MP1982PLC002072
16,315,L67120WB1980PLC032790
1,467,L15421MP1940PLC000153
27,210,L70101TN1992PLC022624
2,237,L65993WB1981PLC033435
13,393,L27209GJ1999PLC036656
21,384,L17299WB1964PLC026020
17,527,L01132KL1923PLC000415
13,508,L51909GJ1991PLC015522
21,546,L74899DL1982PLC022059
21,384,L63581MH1991PTC063581
21,384,L17110MH1991PLC063997
13,444,L74899DL1991PLC045697
17,527,L15491WB1984PLC038129
1,360,U15491WB1961PLC025290
13,312,L74999DL1990PLC041722
16,315,L65910UP1982PLC005549
16,315,U45200DL2007PLC157735
12,8,L99999MH1992PLC068111
13,183,L99999MH1945PLC004581
13,454,L21010MH1995PLC085883
21,546,L99999MH1989PLC050528
13,379,L29299OR1948PLC000713
21,384,U18204MH2011PLC212887
21,384,L51900MH1970PLC014758
17,527,L63022WB1983PLC035909
13,37,L35999UP1983PLC026603
13,37,L27209TN1996PLC035293
13,393,L99999MH1975PLC018080
16,315,L61100MH1981PLC024774
16,519,L67120RJ1994PLC008796
1,360,L01119KL1978PLC002947
13,444,L99999GJ1992PLC017197
13,183,L24117RJ1981PLC002256
16,315,L65910DL1984PLC018464
12,28,L70102HR1988PLC030379
16,315,L28939WB1982PLC035023
16,519,L65990MH1993PLC074153
2,237,L27209MH1998PLC236139
13,454,L21093DL1971PLC005669
2,237,
13,183,L74999HR1985PLC019905
13,393,L26102DL1974PLC007303
13,393,L27104HR1969PLC005177
21,384,L17115HR1992PLC032114
14,445,U74999MH2006PTC166037
1,360,L65993WB1904PLC001571
2,237,L65191TN1994PLC028333
14,118,L65910MH1984PLC034514
14,118,L64204MH1959PLC011421
1,326,L15499TN1986PLC012747
2,237,L67120DL1985PLC020640
13,506,L31900DL1983PLC016304
13,505,L29120GJ1993PLC019199
7,485,L99999MH1959PLC011304
27,210,L99999PN1992PLC137757
27,210,L99999HR1994PLC034146
16,519,L65910HR1982PLC034071
2,237,L67120HR1994PLC034148
16,519,L65929HR1985PLC033936
13,583,L40109TG1986PLC006745
13,639,L72200DL1986PLC023955
16,315,L74140DL1991PLC046369
2,237,L65920MH1994PLC080618
16,315,
16,315,
16,315,
10,30,L74899DL1982PLC014789
12,8,L72300DL2009PLC190552
2,237,L65990MH1981PLC025678
13,506,
6,216,U45200GJ2005PLC046870
13,393,L27101GJ1992PLC018101
13,506,L23109MP1972PLC008290
13,390,L26942HR1958FLC042301
12,8,L72291TN1991PLC020443
13,506,L74899DL1959PLC003126
2,237,L51909DL1982PLC014434
2,237,L65990MH1982PLC026823
13,390,L26942AP1981PLC002995
16,519,U72900KA1968PLC001768
17,527,L65922MP1993PLC007767
15,261,L24231GJ1992PLC018224
16,519,L51909WB1982PLC035364
6,612,L45400MH1962PLC012385
1,326,L15209TG1992PLC014332 
2,237,L51909WB1983PLC035853
1,326,L15209CH1992PLC011926
13,364,L35911DL1984PLC017354
1,471,L99999GJ1987PLC022333
17,527,L51101UP2010PLC042382
12,8,L72900MH1992PLC069662
2,237,L74899DL1992PLC050909
13,379,L33112UP1961PLC002846
2,237,
13,583,L36999TN1961PLC004606
12,8,L74999DL1986PLC023097
21,384,L18101RJ1994PLC008386
1,360,U99999MH1985PLC036897
10,30,L24200MH1988PTC048028
2,237,L51900MH1992PLC066262
13,390,L74999TG1955PLC000656
2,237,L27310UP1936PLC000723
13,393,L28900MH2005PLC154986
13,581,L25199HR1997PLC033669
2,237,L51219WB1982PLC035365
1,360,L17119HP1980PLC031020
12,28,L64200HP1987PLC007466
15,314,L27106WB1987PLC042756
27,210,U45201MH2001PTC187890
15,314,L13206TN1987PLC015161
2,237,L15400GJ1986PLC008652
1,360,L51909DL1992PLC047399
16,315,L91120HP1993PLC013127
2,237,L34300WB1986PLC040085
17,527,L51012AS1951PLC000991
21,384,L17112KA1985PLC006647
2,237,L74899DL1994PLC057992
8,357,L15400GJ1992PLC017970
1,360,L99999GJ1991PLC015974
1,225,L24293DL1985PLC021186
13,393,L28920MH1987PLC043472
2,237,L51900MH1984PLC085440
16,519,L32101DL1985PLC021184
16,315,L74899DL1973PLC006667
16,315,L27109DL1985PLC021183
16,315,L65910DL1984PLC018501
16,315,U24240CH1974PLC003429
16,315,L28900MH1958PLC011077
2,237,L74899DL1993PLC056702
21,384,L17118MP1980PLC001697
13,393,L27020MH1958PLC011238
21,384,L17121MH1904PLC000195
13,393,L27104TN1959PLC003849
